Report_title,Reporter_name,Incident_date,Day,time,Place,City,District,street,loot,loot_description,is_camera,loot_methodology,estemated_loot_value,Accused,weapon_existens,Accuseds_number,Accused_description,skin_colour,Nationality,Age,known_vehicle,accused_body,Report_content
حادثة سرقة استراحة,محمد المالك,30/11/2021,Tuesday,16:01,استراحة,الرياض, الملك عبد الله, خالد بن الوليد,مبلغ مادي,المبلغ 24794,لا,غير معروف," $24,794.00 ",مشكوك فيه,نعم,مجهول,لا,بيضاء,سعودي,27-32,لا,,أنا محمد المالك أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44530 الوقت 16:01 في حي الملك عبد الله شارع خالد بن الوليد تمت سرقة مبلغ مادي بقيمة 24794 ريال سعودي
حادثة سرقة منزل,هند المالك,01/01/2021,Friday,5:03,منزل,الرياض, الرمال, الملك عبد العزيز,ذهب,"النوع سبيكة, العيار 21",لا,وجود مفتاح ," $18,336.00 ",مشكوك فيه,نعم,مجهول,نعم,حنطية,بنقالي,50+,لا,,أنا هند المالك أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44197 الوقت 05:03 في حي الرمال شارع الملك عبد العزيز تمت سرقة ذهب بقيمة 18336 ريال سعودي
حادثة سرقة منزل,نورة المشيقح,30/03/2021,Tuesday,2:29,منزل,الرياض, قرطبة, أبي بكر الصديق (الرياض),مبلغ مادي,المبلغ 99700,لا,وجود مفتاح ," $99,700.00 ",مشكوك فيه,لا,مجهول,لا,بيضاء,غير معروف,50+,نعم,,أنا نورة المشيقح أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44285 الوقت 02:29 في حي قرطبة شارع أبي بكر الصديق (الرياض) تمت سرقة مبلغ مادي بقيمة 99700 ريال سعودي
حادثة سرقة استراحة,عبدالرحمن المالك,26/07/2021,Monday,8:43,استراحة,الرياض, النفل, الدائري (الرياض),ذهب,"النوع خاتم, العيار 14",لا,تسلق الجدار," $48,415.00 ",مجهول,لا,مجهول,لا,بيضاء,بنقالي,33-50,لا,,أنا عبدالرحمن المالك أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44403 الوقت 08:43 في حي النفل شارع الدائري (الرياض) تمت سرقة ذهب بقيمة 48415 ريال سعودي
حادثة سرقة منزل,فاطمة الرصيص,10/09/2021,Friday,18:36,منزل,الرياض, المصيف, الإمام سعود بن عبد العزيز بن محمد,ذهب,"النوع خاتم, العيار 22",لا,غير معروف," $10,706.00 ",مشكوك فيه,لا,معروف,نعم,حنطية,غير معروف,27-32,لا,,أنا فاطمة الرصيص أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44449 الوقت 18:36 في حي المصيف شارع الإمام سعود بن عبد العزيز بن محمد تمت سرقة ذهب بقيمة 10706 ريال سعودي
حادثة سرقة شقة,تركي القعود,21/01/2022,Friday,20:54,شقة,الرياض, أم الحمام الغربي, خريص,مبلغ مادي,المبلغ 54322,لا,تسلق الجدار," $54,322.00 ",مجهول,نعم,معروف,نعم,بيضاء,مصري,15-20,نعم,,أنا تركي القعود أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44582 الوقت 20:54 في حي أم الحمام الغربي شارع خريص تمت سرقة مبلغ مادي بقيمة 54322 ريال سعودي
حادثة سرقة منزل,منى  القعود,22/12/2021,Wednesday,20:22,منزل,الرياض, الملك عبد الله, العليا,ذهب,"النوع عقد, العيار 24",لا,كسر الباب," $78,402.00 ",معروف,لا,معروف,لا,بيضاء,غير معروف,27-32,نعم,,أنا منى  القعود أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44552 الوقت 20:22 في حي الملك عبد الله شارع العليا تمت سرقة ذهب بقيمة 78402 ريال سعودي
حادثة سرقة شقة,عبدالله المقرن,07/11/2021,Sunday,9:13,شقة,الرياض, الملقا, الإمام سعود بن عبد العزيز بن محمد,سيارة,"النوع فان, اللون رصاصي",لا,وجود مفتاح ," $85,282.00 ",مشكوك فيه,لا,معروف,لا,حنطية,صومالي ,27-32,نعم,,أنا عبدالله المقرن أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44507 الوقت 09:13 في حي الملقا شارع الإمام سعود بن عبد العزيز بن محمد تمت سرقة سيارة بقيمة 85282 ريال سعودي
حادثة سرقة استراحة,ندى العقيل,04/02/2021,Thursday,14:22,استراحة,الرياض, الإزدهار, الأمير سلطان بن عبد العزيز,جهاز منزلي,"النوع غسالة, اللون كحلي",نعم,كسر الباب," $55,581.00 ",مشكوك فيه,لا,معروف,لا,حنطية,غير معروف,21-26,نعم,,أنا ندى العقيل أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44231 الوقت 14:22 في حي الإزدهار شارع الأمير سلطان بن عبد العزيز تمت سرقة جهاز منزلي بقيمة 55581 ريال سعودي
حادثة سرقة استراحة,هاجر الطاسان,27/08/2021,Friday,0:20,استراحة,الرياض, الرمال, الأمير نايف بن عبد العزيز,مبلغ مادي,المبلغ 52408,لا,تسلق الجدار," $52,408.00 ",مجهول,نعم,مجهول,لا,سمراء,غير معروف,33-50,لا,,أنا هاجر الطاسان أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44435 الوقت 00:20 في حي الرمال شارع الأمير نايف بن عبد العزيز تمت سرقة مبلغ مادي بقيمة 52408 ريال سعودي
حادثة سرقة قصر,سعد المقرن,26/07/2021,Monday,19:47,قصر,الرياض, أم الحمام الغربي, التخصصي,مبلغ مادي,المبلغ 58796,نعم,غير معروف," $58,796.00 ",مشكوك فيه,نعم,مجهول,نعم,حنطية,غير معروف,15-20,لا,,أنا سعد المقرن أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44403 الوقت 19:47 في حي أم الحمام الغربي شارع التخصصي تمت سرقة مبلغ مادي بقيمة 58796 ريال سعودي
حادثة سرقة شقة,سعد المقرن,16/12/2021,Thursday,14:56,شقة,الرياض, النفل, الملك فهد,ذهب,"النوع عقد, العيار ",نعم,غير معروف," $59,393.00 ",مجهول,لا,معروف,لا,حنطية,غير معروف,50+,نعم,,أنا سعد المقرن أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44546 الوقت 14:56 في حي النفل شارع الملك فهد تمت سرقة ذهب بقيمة 59393 ريال سعودي
حادثة سرقة منزل,نورة الصفيان,13/02/2021,Saturday,15:39,منزل,الرياض, النخيل, المغيرة بن شعبة,سيارة,"النوع سيدان, اللون كحلي",لا,غير معروف," $99,264.00 ",مشكوك فيه,لا,معروف,نعم,سمراء,غير معروف,33-50,لا,,أنا نورة الصفيان أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44240 الوقت 15:39 في حي النخيل شارع المغيرة بن شعبة تمت سرقة سيارة بقيمة 99264 ريال سعودي
حادثة سرقة استراحة,لطيفة العقيل,14/03/2021,Sunday,11:04,استراحة,الرياض, الحمراء, أبي بكر الصديق (الرياض),ذهب,"النوع خاتم, العيار 14",نعم,غير معروف," $16,013.00 ",مشكوك فيه,لا,مجهول,نعم,حنطية,سعودي,15-20,لا,,أنا لطيفة العقيل أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44269 الوقت 11:04 في حي الحمراء شارع أبي بكر الصديق (الرياض) تمت سرقة ذهب بقيمة 16013 ريال سعودي
حادثة سرقة شقة,نايف الطاسان,05/09/2021,Sunday,9:19,شقة,الرياض, الحمراء, المغيرة بن شعبة,سيارة,"النوع سيدان, اللون أزرق",لا,وجود مفتاح ," $47,222.00 ",مجهول,نعم,معروف,نعم,حنطية,بنقالي,15-20,لا,,أنا نايف الطاسان أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44444 الوقت 09:19 في حي الحمراء شارع المغيرة بن شعبة تمت سرقة سيارة بقيمة 47222 ريال سعودي
حادثة سرقة منزل,محمد المشيقح,10/08/2021,Tuesday,8:19,منزل,الرياض, الرائد, الأمير سلطان بن عبد العزيز,سيارة,"النوع كوبيه, اللون أزرق",لا,كسر الباب," $88,178.00 ",مجهول,نعم,مجهول,نعم,سمراء,غير معروف,50+,لا,,أنا محمد المشيقح أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44418 الوقت 08:19 في حي الرائد شارع الأمير سلطان بن عبد العزيز تمت سرقة سيارة بقيمة 88178 ريال سعودي
حادثة سرقة شقة,في القعود,28/10/2021,Thursday,14:58,شقة,الرياض, بنبان, الأمير نايف بن عبد العزيز,ذهب,"النوع سبيكة, العيار 24",نعم,كسر الباب," $96,096.00 ",مشكوك فيه,نعم,مجهول,لا,حنطية,سعودي,15-20,لا,,أنا في القعود أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44497 الوقت 14:58 في حي بنبان شارع الأمير نايف بن عبد العزيز تمت سرقة ذهب بقيمة 96096 ريال سعودي
حادثة سرقة قصر,هاجر الطاسان,13/08/2021,Friday,5:21,قصر,الرياض, الجنادرية, خالد بن الوليد,ذهب,"النوع سبيكة, العيار 14",لا,وجود مفتاح ," $87,992.00 ",مشكوك فيه,نعم,مجهول,نعم,حنطية,بنقالي,33-50,نعم,,أنا هاجر الطاسان أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44421 الوقت 05:21 في حي الجنادرية شارع خالد بن الوليد تمت سرقة ذهب بقيمة 87992 ريال سعودي
حادثة سرقة قصر,هاجر الشلهوب,27/01/2021,Wednesday,10:05,قصر,الرياض, الوادي, أبي بكر الصديق (الرياض),سيارة,"النوع كوبيه, اللون أسود",نعم,تسلق الجدار," $19,404.00 ",معروف,لا,مجهول,لا,حنطية,هندي,15-20,لا,,أنا هاجر الشلهوب أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44223 الوقت 10:05 في حي الوادي شارع أبي بكر الصديق (الرياض) تمت سرقة سيارة بقيمة 19404 ريال سعودي
حادثة سرقة شقة,سعود المقرن,21/01/2021,Thursday,2:01,شقة,الرياض, الملك عبد العزيز, الأمير بدر بن عبد العزيز,جهاز منزلي,"النوع غسالة, اللون أزرق",لا,غير معروف," $91,509.00 ",معروف,نعم,مجهول,لا,بيضاء,بنقالي,15-20,نعم,,أنا سعود المقرن أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44217 الوقت 02:01 في حي الملك عبد العزيز شارع الأمير بدر بن عبد العزيز تمت سرقة جهاز منزلي بقيمة 91509 ريال سعودي
حادثة سرقة شقة,تركي المشيقح,02/02/2021,Tuesday,20:15,شقة,الرياض, الصحافة, الأمير ناصر بن عبد العزيز,سيارة,"النوع هاتش باك, اللون أسود",نعم,وجود مفتاح ," $45,506.00 ",معروف,نعم,معروف,نعم,حنطية,صومالي ,50+,نعم,,أنا تركي المشيقح أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44229 الوقت 20:15 في حي الصحافة شارع الأمير ناصر بن عبد العزيز تمت سرقة سيارة بقيمة 45506 ريال سعودي
